Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],Count of iterations
OF2,32,ClassicImages,02-04,164211261,97,11944
OF2,32,ClassicImages,02-05,155820730,134,11958
OF2,32,ClassicImages,02-06,187296273,121,11438
OF2,32,ClassicImages,02-08,224243244,92,12134
OF2,32,ClassicImages,02-09,838588231,185,18280
OF2,32,ClassicImages,02-10,414270674,114,13029
OF2,32,ClassicImages,03-02,374909903,97,12525
OF2,32,ClassicImages,03-04,285454110,97,12184
OF2,32,ClassicImages,03-05,326952787,133,13980
OF2,32,ClassicImages,03-06,487928608,97,12579
OF2,32,ClassicImages,03-08,371014643,113,12839
OF2,32,ClassicImages,03-09,1258549336,127,16593
OF2,32,ClassicImages,03-10,843443801,101,14375
OF2,32,ClassicImages,04-05,208241169,120,12299
OF2,32,ClassicImages,04-08,187999133,120,10800
OF2,32,ClassicImages,04-10,643276729,146,14791
OF2,32,ClassicImages,05-08,318902136,106,12394
OF2,32,ClassicImages,05-10,644833928,122,14633
OF2,32,ClassicImages,06-04,362148416,149,15472
OF2,32,ClassicImages,06-05,297953779,160,15110
OF2,32,ClassicImages,06-08,359332959,136,15448
OF2,32,ClassicImages,06-09,822271864,163,18295
OF2,32,ClassicImages,06-10,474006191,175,14557
OF2,32,ClassicImages,07-02,170977130,98,10539
OF2,32,ClassicImages,07-03,535268331,102,13794
OF2,32,ClassicImages,07-04,376860113,104,13600
OF2,32,ClassicImages,07-05,186011698,112,12189
OF2,32,ClassicImages,07-06,254800901,102,12621
OF2,32,ClassicImages,07-08,353883358,110,13673
OF2,32,ClassicImages,07-09,689172553,155,16709
OF2,32,ClassicImages,07-10,506634068,132,14452
OF2,32,ClassicImages,09-04,1133114680,142,16473
OF2,32,ClassicImages,09-05,723010961,157,15739
OF2,32,ClassicImages,09-08,1437741601,146,16830
OF2,32,ClassicImages,09-10,1740589599,125,17886
OF2,32,ClassicImages,10-08,496835542,130,16062
OF2,32,GRFmoderate,01-02,417043033,118,15162
OF2,32,GRFmoderate,01-03,908194803,170,17550
OF2,32,GRFmoderate,01-04,2058476023,156,19734
OF2,32,GRFmoderate,01-05,622772266,143,15843
OF2,32,GRFmoderate,01-06,1276934640,200,20564
OF2,32,GRFmoderate,01-07,406183035,137,14639
OF2,32,GRFmoderate,01-08,1317918110,203,19563
OF2,32,GRFmoderate,01-09,288510370,146,13663
OF2,32,GRFmoderate,01-10,209422385,128,12783
OF2,32,GRFmoderate,02-04,1256712988,169,19530
OF2,32,GRFmoderate,02-05,364164385,130,14837
OF2,32,GRFmoderate,02-06,893322779,179,18623
OF2,32,GRFmoderate,02-08,1362745945,158,18275
OF2,32,GRFmoderate,02-09,349434325,115,12452
OF2,32,GRFmoderate,02-10,450423650,122,12971
OF2,32,GRFmoderate,03-02,949126052,107,16066
OF2,32,GRFmoderate,03-04,1120855514,173,18663
OF2,32,GRFmoderate,03-05,632468053,128,15233
OF2,32,GRFmoderate,03-06,885827463,130,17198
OF2,32,GRFmoderate,03-08,358653571,101,12516
OF2,32,GRFmoderate,03-09,632453437,132,13303
OF2,32,GRFmoderate,03-10,670620770,110,14712
OF2,32,GRFmoderate,04-05,746068593,137,15725
OF2,32,GRFmoderate,04-08,1467827953,115,16382
OF2,32,GRFmoderate,04-10,1767724806,163,18110
OF2,32,GRFmoderate,05-08,922413636,146,16826
OF2,32,GRFmoderate,05-10,415758811,118,14122
OF2,32,GRFmoderate,06-04,740953195,140,17466
OF2,32,GRFmoderate,06-05,379468874,139,12570
OF2,32,GRFmoderate,06-08,1307654414,119,16015
OF2,32,GRFmoderate,06-09,876517322,150,15589
OF2,32,GRFmoderate,06-10,996419923,137,15346
OF2,32,GRFmoderate,07-02,407470852,124,14605
OF2,32,GRFmoderate,07-03,805376224,111,15327
OF2,32,GRFmoderate,07-04,1517326078,144,19280
OF2,32,GRFmoderate,07-05,299561843,123,14824
OF2,32,GRFmoderate,07-06,867378169,174,19250
OF2,32,GRFmoderate,07-08,954142553,143,16985
OF2,32,GRFmoderate,07-09,159044387,105,11001
OF2,32,GRFmoderate,07-10,234106414,119,11854
OF2,32,GRFmoderate,09-04,1436318905,145,19673
OF2,32,GRFmoderate,09-05,339332532,127,15143
OF2,32,GRFmoderate,09-08,759504426,125,16392
OF2,32,GRFmoderate,09-10,242499731,104,11743
OF2,32,GRFmoderate,10-08,1074961309,153,18471
OF2,32,GRFrough,01-02,151156309,133,12409
OF2,32,GRFrough,01-03,105799763,113,10341
OF2,32,GRFrough,01-04,170020029,138,13554
OF2,32,GRFrough,01-05,96074176,96,10900
OF2,32,GRFrough,01-06,130973107,95,11137
OF2,32,GRFrough,01-07,84752158,102,9145
OF2,32,GRFrough,01-08,94084457,107,9968
OF2,32,GRFrough,01-09,75566352,128,10144
OF2,32,GRFrough,01-10,101264476,122,11750
OF2,32,GRFrough,02-04,177882234,129,13282
OF2,32,GRFrough,02-05,80379813,95,8934
OF2,32,GRFrough,02-06,187739330,106,11169
OF2,32,GRFrough,02-08,130160550,113,11019
OF2,32,GRFrough,02-09,100041181,94,9543
OF2,32,GRFrough,02-10,96820985,106,10516
OF2,32,GRFrough,03-02,183408184,108,13006
OF2,32,GRFrough,03-04,153466728,120,13100
OF2,32,GRFrough,03-05,149549061,128,13208
OF2,32,GRFrough,03-06,98235286,119,11770
OF2,32,GRFrough,03-08,121005994,148,12333
OF2,32,GRFrough,03-09,133254415,117,12032
OF2,32,GRFrough,03-10,122400625,104,12169
OF2,32,GRFrough,04-05,209710895,127,11791
OF2,32,GRFrough,04-08,205655006,93,11331
OF2,32,GRFrough,04-10,183862247,110,11506
OF2,32,GRFrough,05-08,87788389,98,8826
OF2,32,GRFrough,05-10,68134702,89,8563
OF2,32,GRFrough,06-04,138220966,100,11491
OF2,32,GRFrough,06-05,162308605,106,11973
OF2,32,GRFrough,06-08,185928034,116,11672
OF2,32,GRFrough,06-09,150840939,116,12755
OF2,32,GRFrough,06-10,117139219,118,12447
OF2,32,GRFrough,07-02,167036651,122,13304
OF2,32,GRFrough,07-03,95364267,110,10684
OF2,32,GRFrough,07-04,190470457,142,14072
OF2,32,GRFrough,07-05,122695058,110,11915
OF2,32,GRFrough,07-06,158446987,96,11815
OF2,32,GRFrough,07-08,76879099,89,10254
OF2,32,GRFrough,07-09,89287872,89,10695
OF2,32,GRFrough,07-10,136614510,111,12138
OF2,32,GRFrough,09-04,194897565,166,14737
OF2,32,GRFrough,09-05,69804222,79,9462
OF2,32,GRFrough,09-08,85992103,100,9316
OF2,32,GRFrough,09-10,88268958,97,10137
OF2,32,GRFrough,10-08,122263939,83,10137
OF2,32,GRFsmooth,01-02,2192628583,137,18854
OF2,32,GRFsmooth,01-03,5859784556,161,21468
OF2,32,GRFsmooth,01-04,1935825471,171,19190
OF2,32,GRFsmooth,01-05,1278120742,124,16646
OF2,32,GRFsmooth,01-06,998903875,175,17694
OF2,32,GRFsmooth,01-07,370907675,168,14335
OF2,32,GRFsmooth,01-08,1919398687,124,17845
OF2,32,GRFsmooth,01-09,1352756959,162,19748
OF2,32,GRFsmooth,01-10,2398552683,156,19880
OF2,32,GRFsmooth,02-04,6078514050,159,21906
OF2,32,GRFsmooth,02-05,3489604383,192,23585
OF2,32,GRFsmooth,02-06,1093335490,161,18223
OF2,32,GRFsmooth,02-08,735397096,130,16980
OF2,32,GRFsmooth,02-09,2483493688,140,20404
OF2,32,GRFsmooth,02-10,2270731530,156,19524
OF2,32,GRFsmooth,03-02,4072302973,158,18850
OF2,32,GRFsmooth,03-04,8720841903,146,19132
OF2,32,GRFsmooth,03-05,6930003006,191,22162
OF2,32,GRFsmooth,03-06,3809446997,169,18831
OF2,32,GRFsmooth,03-08,2090817265,143,17129
OF2,32,GRFsmooth,03-09,3169266845,123,17503
OF2,32,GRFsmooth,03-10,2550004137,115,16176
OF2,32,GRFsmooth,04-05,929198859,131,16286
OF2,32,GRFsmooth,04-08,4633448114,127,18943
OF2,32,GRFsmooth,04-10,3106598072,150,19119
OF2,32,GRFsmooth,05-08,2641344483,171,19909
OF2,32,GRFsmooth,05-10,2299669915,196,20693
OF2,32,GRFsmooth,06-04,3032271612,197,23619
OF2,32,GRFsmooth,06-05,1356711709,211,21194
OF2,32,GRFsmooth,06-08,750194750,184,17265
OF2,32,GRFsmooth,06-09,1340901494,123,18246
OF2,32,GRFsmooth,06-10,1367176930,202,19742
OF2,32,GRFsmooth,07-02,1691797832,156,18286
OF2,32,GRFsmooth,07-03,6102346267,163,22552
OF2,32,GRFsmooth,07-04,2163936616,176,22236
OF2,32,GRFsmooth,07-05,1267127657,199,19758
OF2,32,GRFsmooth,07-06,767096158,146,17044
OF2,32,GRFsmooth,07-08,1639328430,185,20034
OF2,32,GRFsmooth,07-09,1432067894,159,19174
OF2,32,GRFsmooth,07-10,1986458394,182,19988
OF2,32,GRFsmooth,09-04,2005629276,161,17275
OF2,32,GRFsmooth,09-05,1610084355,113,16142
OF2,32,GRFsmooth,09-08,1100107608,106,14345
OF2,32,GRFsmooth,09-10,755517558,105,14616
OF2,32,GRFsmooth,10-08,1014648180,161,16618
OF2,32,LogGRF,01-02,1965745245,124,17513
OF2,32,LogGRF,01-03,8694492219,209,28067
OF2,32,LogGRF,01-04,6480024361,205,23554
OF2,32,LogGRF,01-05,17205783639,153,21946
OF2,32,LogGRF,01-06,3229519112,144,19085
OF2,32,LogGRF,01-07,1335892375,131,17876
OF2,32,LogGRF,01-08,3919672441,145,19905
OF2,32,LogGRF,01-09,14659395961,172,22544
OF2,32,LogGRF,01-10,8878243714,140,19933
OF2,32,LogGRF,02-04,4252932996,136,19517
OF2,32,LogGRF,02-05,10377222264,182,23082
OF2,32,LogGRF,02-06,1815590147,113,16672
OF2,32,LogGRF,02-08,1203369810,129,18288
OF2,32,LogGRF,02-09,8119403846,159,21512
OF2,32,LogGRF,02-10,3990752541,177,19746
OF2,32,LogGRF,03-02,5428342044,182,24107
OF2,32,LogGRF,03-04,10608431310,209,26571
OF2,32,LogGRF,03-05,9054858322,205,26105
OF2,32,LogGRF,03-06,5788811237,166,23535
OF2,32,LogGRF,03-08,5800943878,214,25080
OF2,32,LogGRF,03-09,8259967534,191,23937
OF2,32,LogGRF,03-10,4608541127,157,21465
OF2,32,LogGRF,04-05,9404884288,168,23472
OF2,32,LogGRF,04-08,2979160606,130,18755
OF2,32,LogGRF,04-10,4158961923,148,17953
OF2,32,LogGRF,05-08,6192225618,170,22443
OF2,32,LogGRF,05-10,2567696637,160,19719
OF2,32,LogGRF,06-04,8610066159,197,24705
OF2,32,LogGRF,06-05,16409543573,181,26066
OF2,32,LogGRF,06-08,4177327967,167,22238
OF2,32,LogGRF,06-09,7047150347,143,20495
OF2,32,LogGRF,06-10,8063474482,232,26265
OF2,32,LogGRF,07-02,2676762566,150,18528
OF2,32,LogGRF,07-03,6597397664,165,24319
OF2,32,LogGRF,07-04,5871678556,142,20791
OF2,32,LogGRF,07-05,14474713246,154,22445
OF2,32,LogGRF,07-06,4607070487,140,19779
OF2,32,LogGRF,07-08,3351691604,129,19029
OF2,32,LogGRF,07-09,16324292722,214,25644
OF2,32,LogGRF,07-10,7671692129,147,20568
OF2,32,LogGRF,09-04,12879358992,185,26628
OF2,32,LogGRF,09-05,10517415150,177,25669
OF2,32,LogGRF,09-08,8015762412,161,23979
OF2,32,LogGRF,09-10,6675200023,190,24251
OF2,32,LogGRF,10-08,2385191327,174,21439
OF2,32,LogitGRF,01-02,1734786131,174,17989
OF2,32,LogitGRF,01-03,1541589601,141,17373
OF2,32,LogitGRF,01-04,1099587926,148,16514
OF2,32,LogitGRF,01-05,669189205,117,14256
OF2,32,LogitGRF,01-06,771856370,145,16645
OF2,32,LogitGRF,01-07,1459837111,202,21276
OF2,32,LogitGRF,01-08,585110612,169,16926
OF2,32,LogitGRF,01-09,3305342258,135,19474
OF2,32,LogitGRF,01-10,1528658852,146,15600
OF2,32,LogitGRF,02-04,814646253,143,18478
OF2,32,LogitGRF,02-05,1488019704,182,20226
OF2,32,LogitGRF,02-06,1458165119,151,19344
OF2,32,LogitGRF,02-08,1995448687,225,25284
OF2,32,LogitGRF,02-09,2394452805,231,20872
OF2,32,LogitGRF,02-10,1155488377,202,21105
OF2,32,LogitGRF,03-02,2276718360,195,20575
OF2,32,LogitGRF,03-04,2375471039,202,20477
OF2,32,LogitGRF,03-05,956947752,169,17084
OF2,32,LogitGRF,03-06,1400098481,159,17951
OF2,32,LogitGRF,03-08,2269511669,193,22173
OF2,32,LogitGRF,03-09,1151562337,126,16292
OF2,32,LogitGRF,03-10,1165578561,124,15990
OF2,32,LogitGRF,04-05,1281138037,139,17512
OF2,32,LogitGRF,04-08,1228374494,190,19367
OF2,32,LogitGRF,04-10,1579418934,121,16516
OF2,32,LogitGRF,05-08,1114201435,145,18996
OF2,32,LogitGRF,05-10,1317770009,137,15577
OF2,32,LogitGRF,06-04,1362585730,160,18321
OF2,32,LogitGRF,06-05,917695103,161,15644
OF2,32,LogitGRF,06-08,1041451750,121,17163
OF2,32,LogitGRF,06-09,2841771926,142,19598
OF2,32,LogitGRF,06-10,1130739680,191,18465
OF2,32,LogitGRF,07-02,3031423402,156,19152
OF2,32,LogitGRF,07-03,1128095288,206,19524
OF2,32,LogitGRF,07-04,2769335017,131,18886
OF2,32,LogitGRF,07-05,1658562170,125,15658
OF2,32,LogitGRF,07-06,1033728317,143,15866
OF2,32,LogitGRF,07-08,2399560381,134,18223
OF2,32,LogitGRF,07-09,3199824953,213,21271
OF2,32,LogitGRF,07-10,1949831135,146,17245
OF2,32,LogitGRF,09-04,3237239400,183,21315
OF2,32,LogitGRF,09-05,2067002647,162,21604
OF2,32,LogitGRF,09-08,4231362120,151,22343
OF2,32,LogitGRF,09-10,1331916570,129,17695
OF2,32,LogitGRF,10-08,2038417282,141,20651
OF2,32,MicroscopyImages,01-02,1113439145,58,11667
OF2,32,MicroscopyImages,01-03,9127985268,41,11642
OF2,32,MicroscopyImages,01-04,4375274325,64,14046
OF2,32,MicroscopyImages,01-05,6404851276,59,14116
OF2,32,MicroscopyImages,01-06,7407039052,73,16084
OF2,32,MicroscopyImages,01-07,5636671272,52,12467
OF2,32,MicroscopyImages,01-08,6309242060,72,14644
OF2,32,MicroscopyImages,01-09,4895665785,48,11635
OF2,32,MicroscopyImages,01-10,2975148890,67,14597
OF2,32,MicroscopyImages,02-04,5615986990,91,17411
OF2,32,MicroscopyImages,02-05,5055032825,95,18256
OF2,32,MicroscopyImages,02-06,6640787263,107,19613
OF2,32,MicroscopyImages,02-08,5876045361,115,19189
OF2,32,MicroscopyImages,02-09,3985490722,82,16294
OF2,32,MicroscopyImages,02-10,2151446473,104,18472
OF2,32,MicroscopyImages,03-02,10368915611,66,15812
OF2,32,MicroscopyImages,03-04,1458056103,62,12401
OF2,32,MicroscopyImages,03-05,4076134672,59,14090
OF2,32,MicroscopyImages,03-06,2499003470,71,15000
OF2,32,MicroscopyImages,03-08,4441900634,69,15235
OF2,32,MicroscopyImages,03-09,4820437077,51,12675
OF2,32,MicroscopyImages,03-10,5286615562,73,16850
OF2,32,MicroscopyImages,04-05,3326211681,90,18525
OF2,32,MicroscopyImages,04-08,3049428353,113,19873
OF2,32,MicroscopyImages,04-10,2773701599,113,19589
OF2,32,MicroscopyImages,05-08,2929547244,91,17758
OF2,32,MicroscopyImages,05-10,2198895408,109,17791
OF2,32,MicroscopyImages,06-04,2486900891,128,20414
OF2,32,MicroscopyImages,06-05,465637718,89,14720
OF2,32,MicroscopyImages,06-08,2863284268,119,21259
OF2,32,MicroscopyImages,06-09,2587922603,80,15637
OF2,32,MicroscopyImages,06-10,2708490782,128,20022
OF2,32,MicroscopyImages,07-02,5341166391,80,16729
OF2,32,MicroscopyImages,07-03,4912835614,51,12953
OF2,32,MicroscopyImages,07-04,3067474949,82,17614
OF2,32,MicroscopyImages,07-05,2956463676,73,15770
OF2,32,MicroscopyImages,07-06,3007911002,90,17839
OF2,32,MicroscopyImages,07-08,337039790,65,11408
OF2,32,MicroscopyImages,07-09,5735521479,69,15060
OF2,32,MicroscopyImages,07-10,4667825704,94,18866
OF2,32,MicroscopyImages,09-04,3530608744,71,14305
OF2,32,MicroscopyImages,09-05,2288966075,64,13782
OF2,32,MicroscopyImages,09-08,5551601535,99,17707
OF2,32,MicroscopyImages,09-10,869092881,73,12858
OF2,32,MicroscopyImages,10-08,4745611100,114,21773
OF2,32,Shapes,01-02,2498560000,48,12083
OF2,32,Shapes,01-03,136000000,42,8964
OF2,32,Shapes,01-04,1380876504,69,14046
OF2,32,Shapes,01-05,974472630,55,10807
OF2,32,Shapes,01-06,4886800000,83,22168
OF2,32,Shapes,01-07,2856691337,88,16348
OF2,32,Shapes,01-08,1677590960,38,9184
OF2,32,Shapes,01-09,778000000,59,14050
OF2,32,Shapes,01-10,341166340,51,9411
OF2,32,Shapes,02-04,352115986,24,5957
OF2,32,Shapes,02-05,3227151522,25,7522
OF2,32,Shapes,02-06,3891264000,29,8630
OF2,32,Shapes,02-08,629300580,16,4921
OF2,32,Shapes,02-09,2960160000,26,7471
OF2,32,Shapes,02-10,3509690032,26,7686
OF2,32,Shapes,03-02,2560096000,22,6516
OF2,32,Shapes,03-04,1453457196,33,8371
OF2,32,Shapes,03-05,1050860320,30,7421
OF2,32,Shapes,03-06,4951600000,32,10472
OF2,32,Shapes,03-08,1735402504,18,5405
OF2,32,Shapes,03-09,834400000,27,8586
OF2,32,Shapes,03-10,432434912,26,6151
OF2,32,Shapes,04-05,1851552136,32,8465
OF2,32,Shapes,04-08,340140112,18,4650
OF2,32,Shapes,04-10,2250417600,39,9449
OF2,32,Shapes,05-08,1545470204,20,5950
OF2,32,Shapes,05-10,1263731228,30,7011
OF2,32,Shapes,06-04,3595726992,44,11727
OF2,32,Shapes,06-05,5472922118,36,10286
OF2,32,Shapes,06-08,3906389576,24,7580
OF2,32,Shapes,06-09,5411200000,31,11015
OF2,32,Shapes,06-10,5777420840,39,10461
OF2,32,Shapes,07-02,2589584123,35,9538
OF2,32,Shapes,07-03,2931901317,41,10529
OF2,32,Shapes,07-04,2040807815,48,11985
OF2,32,Shapes,07-05,3381665761,41,10786
OF2,32,Shapes,07-06,10775897657,48,13982
OF2,32,Shapes,07-08,2346634519,30,8733
OF2,32,Shapes,07-09,3487215639,42,10661
OF2,32,Shapes,07-10,3639101183,43,10725
OF2,32,Shapes,09-04,1957490118,37,8953
OF2,32,Shapes,09-05,1745648268,28,7687
OF2,32,Shapes,09-08,2278436924,20,5987
OF2,32,Shapes,09-10,930355024,29,7201
OF2,32,Shapes,10-08,2543288816,20,6161
OF2,32,WhiteNoise,01-02,72631474,89,10083
OF2,32,WhiteNoise,01-03,77475839,89,10529
OF2,32,WhiteNoise,01-04,98469247,107,10571
OF2,32,WhiteNoise,01-05,80924888,95,10812
OF2,32,WhiteNoise,01-06,66044153,96,10293
OF2,32,WhiteNoise,01-07,73705465,91,10007
OF2,32,WhiteNoise,01-08,71791015,93,10123
OF2,32,WhiteNoise,01-09,94176366,104,12100
OF2,32,WhiteNoise,01-10,78316204,91,9422
OF2,32,WhiteNoise,02-04,95227651,162,12146
OF2,32,WhiteNoise,02-05,76939238,95,11287
OF2,32,WhiteNoise,02-06,76607451,90,11315
OF2,32,WhiteNoise,02-08,68138269,93,9348
OF2,32,WhiteNoise,02-09,79764058,138,12290
OF2,32,WhiteNoise,02-10,83020178,127,10870
OF2,32,WhiteNoise,03-02,79716769,121,11009
OF2,32,WhiteNoise,03-04,99770800,103,10637
OF2,32,WhiteNoise,03-05,82048023,108,10253
OF2,32,WhiteNoise,03-06,66730834,99,11082
OF2,32,WhiteNoise,03-08,86971808,90,10332
OF2,32,WhiteNoise,03-09,84280449,95,10988
OF2,32,WhiteNoise,03-10,70089433,95,10442
OF2,32,WhiteNoise,04-05,77180629,93,10362
OF2,32,WhiteNoise,04-08,97534768,112,11555
OF2,32,WhiteNoise,04-10,119068103,117,11911
OF2,32,WhiteNoise,05-08,83570883,91,10339
OF2,32,WhiteNoise,05-10,88253438,135,11708
OF2,32,WhiteNoise,06-04,83850164,121,10632
OF2,32,WhiteNoise,06-05,73267053,89,8821
OF2,32,WhiteNoise,06-08,74716462,92,9914
OF2,32,WhiteNoise,06-09,87470769,112,10481
OF2,32,WhiteNoise,06-10,71464641,95,9545
OF2,32,WhiteNoise,07-02,77529055,115,12481
OF2,32,WhiteNoise,07-03,81831112,94,12005
OF2,32,WhiteNoise,07-04,124288292,114,12358
OF2,32,WhiteNoise,07-05,79855821,86,9956
OF2,32,WhiteNoise,07-06,82416958,96,11458
OF2,32,WhiteNoise,07-08,77792116,86,9911
OF2,32,WhiteNoise,07-09,100452347,105,12289
OF2,32,WhiteNoise,07-10,81917349,107,11455
OF2,32,WhiteNoise,09-04,83115435,101,9932
OF2,32,WhiteNoise,09-05,76746646,87,10469
OF2,32,WhiteNoise,09-08,91426453,112,11020
OF2,32,WhiteNoise,09-10,95253472,134,11627
OF2,32,WhiteNoise,10-08,85910655,96,10417
OF2,64,CauchyDensity,01-02,144304310665,6957,175385
OF2,64,CauchyDensity,01-03,21901458378,5561,124622
OF2,64,CauchyDensity,01-04,65575610400,6921,173476
OF2,64,CauchyDensity,01-05,72157399142,5494,136138
OF2,64,CauchyDensity,01-06,129576229366,7550,219463
OF2,64,CauchyDensity,01-07,56024485389,3539,106511
OF2,64,CauchyDensity,01-08,110773437996,5961,163381
OF2,64,CauchyDensity,01-09,83471564505,6713,165164
OF2,64,CauchyDensity,01-10,71925648284,5095,133987
OF2,64,CauchyDensity,02-03,121472957977,3916,128430
OF2,64,CauchyDensity,02-04,99779684705,4353,119118
OF2,64,CauchyDensity,02-05,38491248233,3579,95353
OF2,64,CauchyDensity,02-07,87292819360,3403,106710
OF2,64,CauchyDensity,02-10,105613729341,4193,115907
OF2,64,CauchyDensity,03-07,12782169843,5847,113306
OF2,64,CauchyDensity,03-10,22228627248,6579,125513
OF2,64,CauchyDensity,04-03,40017765318,7045,143786
OF2,64,CauchyDensity,04-07,30103261989,8618,182667
OF2,64,CauchyDensity,04-10,33222875862,9639,206175
OF2,64,CauchyDensity,05-03,53392841146,4465,107049
OF2,64,CauchyDensity,05-04,69672501810,7189,133973
OF2,64,CauchyDensity,05-07,37437454913,4734,98910
OF2,64,CauchyDensity,05-10,65218213342,3755,98118
OF2,64,CauchyDensity,06-02,59571687809,3847,137900
OF2,64,CauchyDensity,06-03,95588179542,6071,135558
OF2,64,CauchyDensity,06-04,35980303100,4619,107406
OF2,64,CauchyDensity,06-05,46470625090,4142,116646
OF2,64,CauchyDensity,06-07,65139016001,7321,149486
OF2,64,CauchyDensity,06-08,41212944250,4683,114353
OF2,64,CauchyDensity,06-10,87541684044,7030,127815
OF2,64,CauchyDensity,07-10,5561007617,4644,98821
OF2,64,CauchyDensity,08-02,31766180869,3020,101274
OF2,64,CauchyDensity,08-03,100770903796,4123,114025
OF2,64,CauchyDensity,08-04,70492312460,5460,120367
OF2,64,CauchyDensity,08-05,20066313380,4500,104832
OF2,64,CauchyDensity,08-07,70495478851,4861,113685
OF2,64,CauchyDensity,08-10,93076186740,6791,121920
OF2,64,CauchyDensity,09-02,91272973178,4890,129992
OF2,64,CauchyDensity,09-03,52414815905,5718,122537
OF2,64,CauchyDensity,09-04,82075851253,4384,118349
OF2,64,CauchyDensity,09-05,65605277869,5465,120762
OF2,64,CauchyDensity,09-06,137677854051,3925,119585
OF2,64,CauchyDensity,09-07,33262583478,5367,111650
OF2,64,CauchyDensity,09-08,78892276321,5108,120259
OF2,64,CauchyDensity,09-10,26640695577,3956,101787
OF2,64,ClassicImages,01-02,9953483267,7348,110288
OF2,64,ClassicImages,01-03,11894246639,5869,97860
OF2,64,ClassicImages,01-04,6446736234,6526,90836
OF2,64,ClassicImages,01-05,8302069493,9748,127529
OF2,64,ClassicImages,01-06,18286640020,8948,137009
OF2,64,ClassicImages,01-07,13547702160,7367,113044
OF2,64,ClassicImages,01-08,9430749326,10278,144512
OF2,64,ClassicImages,01-09,26816496931,4706,111551
OF2,64,ClassicImages,01-10,20971373979,12355,195849
OF2,64,ClassicImages,02-03,5656430460,4827,94002
OF2,64,ClassicImages,02-04,2279622099,3132,76561
OF2,64,ClassicImages,02-05,2160463172,4192,80900
OF2,64,ClassicImages,02-07,2407959135,6322,96323
OF2,64,ClassicImages,02-10,6291167666,3506,84695
OF2,64,ClassicImages,03-07,8215840617,5196,100031
OF2,64,ClassicImages,03-10,13151915480,3497,88783
OF2,64,ClassicImages,04-03,4241030265,4587,86094
OF2,64,ClassicImages,04-07,5702778540,5077,89622
OF2,64,ClassicImages,04-10,9969669003,5556,102463
OF2,64,ClassicImages,05-03,4914443054,4291,83546
OF2,64,ClassicImages,05-04,2998646733,3977,74585
OF2,64,ClassicImages,05-07,2659114721,4425,74970
OF2,64,ClassicImages,05-10,9987637388,6005,103766
OF2,64,ClassicImages,06-02,2686823485,6006,93344
OF2,64,ClassicImages,06-03,7465547845,8940,149194
OF2,64,ClassicImages,06-04,5441375542,7795,117376
OF2,64,ClassicImages,06-05,4415729455,8267,124103
OF2,64,ClassicImages,06-07,3752998244,4566,92326
OF2,64,ClassicImages,06-08,5386752230,8065,123651
OF2,64,ClassicImages,06-10,7250340401,7184,108613
OF2,64,ClassicImages,07-10,7776826313,5060,103168
OF2,64,ClassicImages,08-02,3264445361,7225,93878
OF2,64,ClassicImages,08-03,5599011975,5084,93125
OF2,64,ClassicImages,08-04,2680410324,4154,86384
OF2,64,ClassicImages,08-05,4757657035,6877,107000
OF2,64,ClassicImages,08-07,5336141428,7684,109403
OF2,64,ClassicImages,08-10,7627977153,4992,93683
OF2,64,ClassicImages,09-02,13059583616,5648,108487
OF2,64,ClassicImages,09-03,19791546582,4145,98454
OF2,64,ClassicImages,09-04,17769434943,4176,99542
OF2,64,ClassicImages,09-05,11202578774,5961,106365
OF2,64,ClassicImages,09-06,12805351579,4439,100588
OF2,64,ClassicImages,09-07,10704435987,7287,125308
OF2,64,ClassicImages,09-08,22622648081,4514,105799
OF2,64,ClassicImages,09-10,27485497854,5743,110117
OF2,64,GRFmoderate,01-02,8132167619,4584,93578
OF2,64,GRFmoderate,01-03,6355757748,4571,76104
OF2,64,GRFmoderate,01-04,6681767624,8042,121060
OF2,64,GRFmoderate,01-05,9079611068,6248,108696
OF2,64,GRFmoderate,01-06,16029822397,7913,137533
OF2,64,GRFmoderate,01-07,8249865108,8129,126654
OF2,64,GRFmoderate,01-08,14850939526,6321,105432
OF2,64,GRFmoderate,01-09,8227234109,5467,102215
OF2,64,GRFmoderate,01-10,11569587745,6377,113468
OF2,64,GRFmoderate,02-03,7317183825,8403,125464
OF2,64,GRFmoderate,02-04,17980085403,4063,107510
OF2,64,GRFmoderate,02-05,14671507357,9726,188361
OF2,64,GRFmoderate,02-07,15045364921,8895,157555
OF2,64,GRFmoderate,02-10,26098845944,7553,133330
OF2,64,GRFmoderate,03-07,7058912140,4160,99164
OF2,64,GRFmoderate,03-10,15095133053,4860,110327
OF2,64,GRFmoderate,04-03,14529840714,6128,99643
OF2,64,GRFmoderate,04-07,9320590548,5164,97441
OF2,64,GRFmoderate,04-10,4804053417,4227,96289
OF2,64,GRFmoderate,05-03,6174743488,8046,114565
OF2,64,GRFmoderate,05-04,16305725086,8133,147810
OF2,64,GRFmoderate,05-07,4197703782,8968,129921
OF2,64,GRFmoderate,05-10,14897825377,4348,107502
OF2,64,GRFmoderate,06-02,18782525652,6334,108518
OF2,64,GRFmoderate,06-03,9155069317,8462,122411
OF2,64,GRFmoderate,06-04,21282613557,10459,161157
OF2,64,GRFmoderate,06-05,2969639407,4700,81382
OF2,64,GRFmoderate,06-07,7462538721,7119,112204
