Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],IIO time [ms],Matryoshka time [ms],IIO step 2 basis changes,IIO iterations
OF2,256,GRFrough,10-03,376482301262,61250,48433,12817,323676,942
OF2,256,GRFrough,10-04,369173072377,48645,37954,10691,329125,1037
OF2,256,GRFrough,10-06,206617142461,52517,41730,10787,327875,1232
OF2,256,GRFrough,10-08,168228918632,52905,43383,9522,322341,1249
OF2,256,GRFrough,10-09,225836938878,57273,46387,10886,320781,1355
OF2,256,GRFsmooth,01-03,12565813172505,54121,43258,10863,257726,1096
OF2,256,GRFsmooth,01-04,12553492251018,50247,38376,11871,244205,900
OF2,256,GRFsmooth,01-06,7907196565289,59809,48635,11174,262536,1526
OF2,256,GRFsmooth,01-08,2907119281971,70887,61412,9475,306015,2067
OF2,256,GRFsmooth,01-09,6929603976350,68731,53249,15482,291414,1288
OF2,256,GRFsmooth,02-01,6259064277107,59992,46670,13322,261062,1296
OF2,256,GRFsmooth,02-03,21019841160466,67516,55498,12018,275224,1431
OF2,256,GRFsmooth,02-04,26612432518307,47097,34899,12198,246789,555
OF2,256,GRFsmooth,02-05,16664972043291,65074,52223,12851,263253,1416
OF2,256,GRFsmooth,02-06,16870286392398,77816,64844,12972,258245,1522
OF2,256,GRFsmooth,02-07,11134618668875,55614,43464,12150,256536,985
OF2,256,GRFsmooth,02-08,5570635803350,52436,36477,15959,264350,825
OF2,256,GRFsmooth,02-09,18926962865539,82605,69490,13115,290011,1922
OF2,256,GRFsmooth,02-10,29144030978032,57655,44980,12675,247601,1109
OF2,256,GRFsmooth,03-04,6121554730283,45616,36145,9471,245084,1210
OF2,256,GRFsmooth,03-06,4038123985456,61619,48688,12931,279076,1631
OF2,256,GRFsmooth,03-08,8803219816156,63394,50115,13279,271953,1337
OF2,256,GRFsmooth,03-09,4495799391993,57429,42369,15060,276719,1143
OF2,256,GRFsmooth,04-08,14581446376331,52663,41860,10803,248568,1841
OF2,256,GRFsmooth,05-01,7527797444012,54949,41593,13356,275286,1041
OF2,256,GRFsmooth,05-03,3549692354767,63536,45757,17779,276939,1298
OF2,256,GRFsmooth,05-04,4595705034034,53447,43235,10212,251664,1380
OF2,256,GRFsmooth,05-06,4858338503127,45937,36872,9065,250668,1210
OF2,256,GRFsmooth,05-08,5730540682991,51800,40786,11014,267594,1089
OF2,256,GRFsmooth,05-09,1699511364524,55881,44994,10887,305644,1428
OF2,256,GRFsmooth,05-10,9610645467737,53412,42528,10884,256895,1509
OF2,256,GRFsmooth,06-04,2971854475459,55261,42577,12684,291477,1600
OF2,256,GRFsmooth,06-08,8470086894240,43632,34382,9250,247534,1178
OF2,256,GRFsmooth,07-01,3355507630518,49039,37593,11446,278458,1040
OF2,256,GRFsmooth,07-03,10135137000829,65446,54338,11108,258787,1816
OF2,256,GRFsmooth,07-04,9153984400296,57859,45491,12368,262474,1296
OF2,256,GRFsmooth,07-05,8938458441116,59494,49005,10489,242272,1829
OF2,256,GRFsmooth,07-06,4859000035769,72214,63113,9101,305595,2071
OF2,256,GRFsmooth,07-08,6000255244803,48327,35031,13296,253177,1026
OF2,256,GRFsmooth,07-09,6846452513094,53753,41393,12360,264877,1095
OF2,256,GRFsmooth,07-10,8659501662607,51471,42114,9357,251019,1267
OF2,256,GRFsmooth,09-04,2913513724970,44266,32708,11558,291879,878
OF2,256,GRFsmooth,09-06,2661065944509,45708,37386,8322,293578,1109
OF2,256,GRFsmooth,09-08,6898206550119,54095,44478,9617,242425,1639
OF2,256,GRFsmooth,10-01,13609159031247,52190,41261,10929,244416,1075
OF2,256,GRFsmooth,10-03,11618052554698,47464,36369,11095,247056,1045
OF2,256,GRFsmooth,10-04,1943597695659,70921,58532,12389,331384,1906
OF2,256,GRFsmooth,10-06,5229470104060,46317,37194,9123,254778,1251
OF2,256,GRFsmooth,10-08,19299458109920,49937,35720,14217,247209,961
OF2,256,GRFsmooth,10-09,6688717416339,69785,58523,11262,249571,2396
OF2,256,LogGRF,01-03,40632112129660,61686,44107,17579,249421,1131
OF2,256,LogGRF,01-04,15207547261083,59795,48637,11158,251175,1020
OF2,256,LogGRF,01-06,13985872428812,90529,78828,11701,256045,1626
OF2,256,LogGRF,01-08,5149246948845,63652,48790,14862,275343,1365
OF2,256,LogGRF,01-09,7805227985363,82682,73654,9028,244392,1108
OF2,256,LogGRF,02-01,10076047357629,120935,108625,12310,244775,1056
OF2,256,LogGRF,02-03,14565207129457,63598,50476,13122,258468,1381
OF2,256,LogGRF,02-04,11897391591654,58650,45509,13141,248812,1013
OF2,256,LogGRF,02-05,24532874202309,244211,224293,19918,254804,2388
OF2,256,LogGRF,02-06,37161336530637,281139,268028,13111,253733,1484
OF2,256,LogGRF,02-07,18267256045296,41103,30179,10924,242564,611
OF2,256,LogGRF,02-08,17474118804830,103187,86162,17025,251974,2078
OF2,256,LogGRF,02-09,13705744315346,54922,42958,11964,260917,897
OF2,256,LogGRF,02-10,4842153272088,125011,112646,12365,279019,1100
OF2,256,LogGRF,03-04,22973455823817,79218,67547,11671,248136,1997
OF2,256,LogGRF,03-06,83355494455550,52603,43260,9343,257861,1100
OF2,256,LogGRF,03-08,52506692233287,48466,38804,9662,256717,705
OF2,256,LogGRF,03-09,38206426800249,92784,78387,14397,272245,2240
OF2,256,LogGRF,04-08,24639287462770,213003,202904,10099,251070,1102
OF2,256,LogGRF,05-01,11359380328380,64125,52286,11839,245005,1149
OF2,256,LogGRF,05-03,56962430516066,55523,45730,9793,256985,1332
OF2,256,LogGRF,05-04,20603512975727,167824,151934,15890,254759,1404
OF2,256,LogGRF,05-06,13074751520846,82603,61948,20655,252569,950
OF2,256,LogGRF,05-08,7818353937795,77347,58824,18523,250262,2206
OF2,256,LogGRF,05-09,25821209458267,106122,95042,11080,249662,1133
OF2,256,LogGRF,05-10,18907599219581,97419,79057,18362,251524,1971
OF2,256,LogGRF,06-04,44299768358173,282754,271751,11003,254896,2086
OF2,256,LogGRF,06-08,11590529340691,50783,39483,11300,246560,1100
OF2,256,LogGRF,07-01,4111463411317,36250,26171,10079,271747,788
OF2,256,LogGRF,07-03,53033104195255,48365,37800,10565,255123,800
OF2,256,LogGRF,07-04,20366762703648,106618,94695,11923,249546,1414
OF2,256,LogGRF,07-05,6243753254485,82659,71367,11292,249280,1838
OF2,256,LogGRF,07-06,6397889933795,44724,36217,8507,261277,1150
OF2,256,LogGRF,07-08,5638422166102,86116,75504,10612,256554,1013
OF2,256,LogGRF,07-09,15890967544456,55592,46332,9260,247154,1467
OF2,256,LogGRF,07-10,12339747853410,63784,48067,15717,248245,996
OF2,256,LogGRF,09-04,24882530802272,47255,37408,9847,247498,983
OF2,256,LogGRF,09-06,26893634165235,147048,136756,10292,243299,1287
OF2,256,LogGRF,09-08,8872489153356,43811,31519,12292,245197,809
OF2,256,LogGRF,10-01,5846633862549,54072,36442,17630,246274,884
OF2,256,LogGRF,10-03,23816589586019,52957,41304,11653,254447,912
OF2,256,LogGRF,10-04,14371054044668,80742,70099,10643,249129,1263
OF2,256,LogGRF,10-06,27917474735435,42564,34144,8420,248131,964
OF2,256,LogGRF,10-08,9106807397352,101754,90119,11635,245576,1133
OF2,256,LogGRF,10-09,5004796084306,58534,47751,10783,281250,1164
OF2,256,LogitGRF,01-03,5254682969922,58309,47404,10905,295750,1573
OF2,256,LogitGRF,01-04,11648125845585,59523,48655,10868,253467,1222
OF2,256,LogitGRF,01-06,9560139924363,124530,113145,11385,259791,1199
OF2,256,LogitGRF,01-08,5605405046104,50561,39670,10891,262766,1371
OF2,256,LogitGRF,01-09,6060444340618,53161,39636,13525,257154,950
OF2,256,LogitGRF,02-01,13267623772614,124380,111890,12490,255398,1761
OF2,256,LogitGRF,02-03,9895712256446,43005,31953,11052,250311,1035
OF2,256,LogitGRF,02-04,6581604579053,108945,95690,13255,266704,1903
OF2,256,LogitGRF,02-05,11961699795563,51314,38700,12614,259126,1011
OF2,256,LogitGRF,02-06,16869252020305,57620,43739,13881,249877,969
OF2,256,LogitGRF,02-07,22698693750534,91510,77558,13952,261471,1446
OF2,256,LogitGRF,02-08,9473591217088,157988,140625,17363,244383,1248
OF2,256,LogitGRF,02-09,4387135016004,120396,105507,14889,276753,1431
OF2,256,LogitGRF,02-10,5340815270013,56421,43539,12882,254694,953
OF2,256,LogitGRF,03-04,9650075542275,79581,70634,8947,257560,1823
OF2,256,LogitGRF,03-06,3633168486779,55879,45421,10458,288546,1440
OF2,256,LogitGRF,03-08,4091526098472,61120,49309,11811,286037,1317
OF2,256,LogitGRF,03-09,5314533841844,47915,33481,14434,263048,758
OF2,256,LogitGRF,04-08,5477209215807,56235,45345,10890,263191,1925
OF2,256,LogitGRF,05-01,5085557033171,130103,117200,12903,289496,1209
OF2,256,LogitGRF,05-03,4609377109541,61944,52806,9138,268625,1107
OF2,256,LogitGRF,05-04,13694663069992,106462,89386,17076,253887,1209
OF2,256,LogitGRF,05-06,7366557999230,55574,43659,11915,251299,881
OF2,256,LogitGRF,05-08,8101374019673,81153,70699,10454,253198,1745
OF2,256,LogitGRF,05-09,5871281834979,54289,42991,11298,275435,1255
OF2,256,LogitGRF,05-10,6075970901098,123654,112355,11299,258481,1809
OF2,256,LogitGRF,06-04,17708258362300,45435,36802,8633,254798,1120
OF2,256,LogitGRF,06-08,11948792532979,51972,42452,9520,247644,1644
OF2,256,LogitGRF,07-01,3328577697482,74150,62024,12126,292915,1566
OF2,256,LogitGRF,07-03,8607140396848,106374,95223,11151,257791,1767
OF2,256,LogitGRF,07-04,21430080299981,102288,87866,14422,256729,931
OF2,256,LogitGRF,07-05,7949303776837,88684,76698,11986,275174,1559
OF2,256,LogitGRF,07-06,11218126924439,127638,113580,14058,261737,1021
OF2,256,LogitGRF,07-08,10583248779788,44409,35067,9342,273189,871
OF2,256,LogitGRF,07-09,12319792510260,82859,72981,9878,263166,1605
OF2,256,LogitGRF,07-10,12739193035227,54022,42130,11892,251658,1447
OF2,256,LogitGRF,09-04,5656714909731,52632,43986,8646,267952,912
OF2,256,LogitGRF,09-06,10036367428907,64811,46869,17942,244143,1120
OF2,256,LogitGRF,09-08,5941620553332,33279,22531,10748,265503,500
OF2,256,LogitGRF,10-01,5915866100217,44339,33553,10786,259390,1010
OF2,256,LogitGRF,10-03,6247067704837,56290,45385,10905,259793,1764
OF2,256,LogitGRF,10-04,8160391790252,98456,87373,11083,256187,2503
OF2,256,LogitGRF,10-06,13093782443352,66117,51264,14853,248739,1212
OF2,256,LogitGRF,10-08,7359639745997,74213,60820,13393,259917,1310
OF2,256,LogitGRF,10-09,3792921274603,107651,94702,12949,291880,3186
OF2,256,MicroscopyImages,01-03,9781788298239,65538,53391,12147,115630,1722
OF2,256,MicroscopyImages,01-04,8739335747432,142741,124745,17996,158653,2181
OF2,256,MicroscopyImages,01-06,19377365509860,168289,156070,12219,158722,1724
OF2,256,MicroscopyImages,01-08,16193824586606,199885,171081,28804,138771,1776
OF2,256,MicroscopyImages,01-09,8826220129063,76092,63327,12765,97760,2196
OF2,256,MicroscopyImages,02-01,336906302201,40204,30408,9796,175957,1231
OF2,256,MicroscopyImages,02-03,8730862801052,121456,105778,15678,156390,1783
OF2,256,MicroscopyImages,02-04,7481156944017,104059,89508,14551,212042,1118
OF2,256,MicroscopyImages,02-05,19928328270952,140361,123981,16380,155040,1488
OF2,256,MicroscopyImages,02-06,18851259408501,154341,135627,18714,206144,1682
OF2,256,MicroscopyImages,02-07,23566725547572,131768,116440,15328,139676,1926
OF2,256,MicroscopyImages,02-08,16346036114575,170249,146296,23953,191850,1591
OF2,256,MicroscopyImages,02-09,7963701827410,71896,57548,14348,128377,1706
OF2,256,MicroscopyImages,02-10,4219941067180,76190,62406,13784,199090,1542
OF2,256,MicroscopyImages,03-04,1003952089923,49822,37576,12246,162460,1446
OF2,256,MicroscopyImages,03-06,11031695829109,123933,111410,12523,146198,1857
OF2,256,MicroscopyImages,03-08,13288876789413,87322,73467,13855,131621,1577
OF2,256,MicroscopyImages,03-09,10155175413246,34658,24212,10446,85530,1597
OF2,256,MicroscopyImages,04-08,15580170071190,80630,69121,11509,182720,1817
OF2,256,MicroscopyImages,05-01,20385607584243,68655,50096,18559,116150,1913
OF2,256,MicroscopyImages,05-03,11800432505684,87575,72647,14928,111064,2186
OF2,256,MicroscopyImages,05-04,13829566966355,91655,70127,21528,151827,2152
OF2,256,MicroscopyImages,05-06,308442078681,53137,39131,14006,182326,1598
OF2,256,MicroscopyImages,05-08,3168041239533,63143,50777,12366,165684,1796
OF2,256,MicroscopyImages,05-09,26878517045652,96897,81120,15777,96020,1967
OF2,256,MicroscopyImages,05-10,20148418814964,94455,72978,21477,136407,2087
OF2,256,MicroscopyImages,06-04,12628827813298,254115,239928,14187,197607,1991
OF2,256,MicroscopyImages,06-08,2922235683928,67343,54110,13233,217822,2089
OF2,256,MicroscopyImages,07-01,22974078939579,102932,77100,25832,98951,1907
OF2,256,MicroscopyImages,07-03,18757411598978,43167,28538,14629,96036,1697
OF2,256,MicroscopyImages,07-04,21935124469139,75792,61996,13796,138010,1965
OF2,256,MicroscopyImages,07-05,4769109035938,49120,38879,10241,118682,1726
OF2,256,MicroscopyImages,07-06,4804572336203,69272,47850,21422,157479,1791
OF2,256,MicroscopyImages,07-08,1830846911879,62808,50039,12769,136379,1487
OF2,256,MicroscopyImages,07-09,32392800830642,68707,47298,21409,85387,1843
OF2,256,MicroscopyImages,07-10,25815356819388,87580,73423,14157,123622,1824
OF2,256,MicroscopyImages,09-04,7126032959105,50184,38186,11998,124056,1738
OF2,256,MicroscopyImages,09-06,25053157903289,107257,90229,17028,131767,1711
OF2,256,MicroscopyImages,09-08,26492754098593,70753,59914,10839,121768,1882
OF2,256,MicroscopyImages,10-01,5236682421759,117953,103871,14082,154222,2217
OF2,256,MicroscopyImages,10-03,7009688821922,93114,80277,12837,130887,2604
OF2,256,MicroscopyImages,10-04,4589441442567,132122,117837,14285,199862,2120
OF2,256,MicroscopyImages,10-06,18588284811861,183887,163537,20350,182068,1746
OF2,256,MicroscopyImages,10-08,19504657717409,183729,161602,22127,162808,1656
OF2,256,MicroscopyImages,10-09,1351367782252,58756,43493,15263,130841,1579
OF2,256,Shapes,01-03,392096000000,34408,24899,9509,510636,439
OF2,256,Shapes,01-04,5589530482324,40458,32424,8034,188197,492
OF2,256,Shapes,01-06,19848698800000,26775,16905,9870,365383,177
OF2,256,Shapes,01-08,6737143999132,70651,60440,10211,178944,1637
OF2,256,Shapes,01-09,2981203200000,40960,23110,17850,376519,298
OF2,256,Shapes,02-01,10068951040000,17589,8767,8822,145334,95
OF2,256,Shapes,02-03,10312437120000,36688,27323,9365,118875,577
OF2,256,Shapes,02-04,1262992346658,17671,8735,8936,137263,369
OF2,256,Shapes,02-05,13085877809486,27073,17162,9911,107914,944
OF2,256,Shapes,02-06,15762042528000,20467,11069,9398,110365,769
OF2,256,Shapes,02-07,9925883566740,17770,8947,8823,121016,368
OF2,256,Shapes,02-08,2553099582794,30412,12892,17520,102990,911
OF2,256,Shapes,02-09,11930539360000,29767,20890,8877,112604,709
OF2,256,Shapes,02-10,13268559928114,16973,7107,9866,116594,220
OF2,256,Shapes,03-04,5848841591828,26818,19334,7484,132770,848
OF2,256,Shapes,03-06,20096787200000,25565,17273,8292,379436,377
OF2,256,Shapes,03-08,6953257328566,40777,33374,7403,120212,1267
OF2,256,Shapes,03-09,3242604800000,28865,14680,14185,268035,448
OF2,256,Shapes,04-08,1290485843642,23944,11695,12249,142012,735
OF2,256,Shapes,05-01,3964049664148,79826,69738,10088,251100,1591
OF2,256,Shapes,05-03,4246379022864,32771,23047,9724,196769,2097
OF2,256,Shapes,05-04,7563668734240,40826,27316,13510,126452,1253
OF2,256,Shapes,05-06,22296130445498,33706,23228,10478,153462,923
OF2,256,Shapes,05-08,6075700062758,28524,20422,8102,115601,603
OF2,256,Shapes,05-09,7027537688090,45762,36344,9418,175919,2319
OF2,256,Shapes,05-10,4825833591184,43058,31303,11755,157227,1169
OF2,256,Shapes,06-04,14562348631348,18316,11065,7251,128350,344
OF2,256,Shapes,06-08,15918011084734,34368,26296,8072,113625,1724
OF2,256,Shapes,07-01,10876837844768,84649,76471,8178,198870,1056
OF2,256,Shapes,07-03,11146751332720,49393,40795,8598,144791,2445
OF2,256,Shapes,07-04,7710173266458,19818,10100,9718,141573,384
OF2,256,Shapes,07-05,13151139533976,51191,41469,9722,134932,1315
OF2,256,Shapes,07-06,42626039579982,68925,59540,9385,137610,811
OF2,256,Shapes,07-08,8872955076062,41397,30816,10581,118700,1408
OF2,256,Shapes,07-09,13375357389316,43135,33304,9831,142629,1781
OF2,256,Shapes,07-10,13367313445274,40232,26101,14131,152199,963
OF2,256,Shapes,09-04,7934131101684,51757,42635,9122,121679,871
OF2,256,Shapes,09-06,21971486400000,36239,27918,8321,349959,889
OF2,256,Shapes,09-08,8963385122978,39590,28452,11138,120698,1739
OF2,256,Shapes,10-01,1059328488444,23074,12149,10925,238586,345
OF2,256,Shapes,10-03,1363670365146,39676,28632,11044,185271,996
OF2,256,Shapes,10-04,8384186528874,29522,21386,8136,138571,409
OF2,256,Shapes,10-06,22680428622712,37293,24142,13151,139297,779
OF2,256,Shapes,10-08,9487134688060,29345,20724,8621,119775,850
OF2,256,Shapes,10-09,3372403850074,41000,34278,6722,153745,789
OF2,256,WhiteNoise,01-03,7619638099,82315,73670,8645,281039,2357
OF2,256,WhiteNoise,01-04,6997651354,56622,46297,10325,264861,1512
OF2,256,WhiteNoise,01-06,6235996779,73998,63562,10436,242616,2441
OF2,256,WhiteNoise,01-08,6168900167,71346,61842,9504,244145,2317
OF2,256,WhiteNoise,01-09,6057342074,64543,54715,9828,239982,1885
OF2,256,WhiteNoise,02-01,7015138992,84438,72911,11527,277238,2480
OF2,256,WhiteNoise,02-03,6336986149,44175,33309,10866,242026,1080
OF2,256,WhiteNoise,02-04,6982569306,70798,59358,11440,267120,2133
OF2,256,WhiteNoise,02-05,6414500093,72207,61086,11121,250120,2268
OF2,256,WhiteNoise,02-06,6136383573,48224,36864,11360,234572,1282
OF2,256,WhiteNoise,02-07,7603332789,75783,65017,10766,283307,2192
OF2,256,WhiteNoise,02-08,7443807953,88875,73857,15018,270023,2372
OF2,256,WhiteNoise,02-09,5900410252,40212,29232,10980,228246,850
OF2,256,WhiteNoise,02-10,7902065718,74833,63050,11783,284841,1935
OF2,256,WhiteNoise,03-04,8593530595,105085,94071,11014,315431,3194
OF2,256,WhiteNoise,03-06,7169229600,72609,65091,7518,258608,2492
OF2,256,WhiteNoise,03-08,8611839916,112170,101584,10586,308522,3911
OF2,256,WhiteNoise,03-09,7626655129,83191,71794,11397,280809,2482
OF2,256,WhiteNoise,04-08,6420950461,51580,43192,8388,243711,1916
OF2,256,WhiteNoise,05-01,7559539663,70442,60268,10174,276042,1903
OF2,256,WhiteNoise,05-03,8196863452,96452,86899,9553,281507,2776
OF2,256,WhiteNoise,05-04,6702393589,50872,41340,9532,249519,1363
OF2,256,WhiteNoise,05-06,5955796762,38379,28984,9395,225474,907
OF2,256,WhiteNoise,05-08,7178931808,59782,48911,10871,265302,1662
OF2,256,WhiteNoise,05-09,6620916663,64398,55583,8815,260126,1897
OF2,256,WhiteNoise,05-10,7531595975,71559,60876,10683,255524,2214
OF2,256,WhiteNoise,06-04,6173248035,65811,54657,11154,241052,1952
OF2,256,WhiteNoise,06-08,6822487866,49364,40272,9092,259567,1275
OF2,256,WhiteNoise,07-01,6025750293,47981,39595,8386,237854,1344
OF2,256,WhiteNoise,07-03,7558067930,104498,95201,9297,287495,3387
OF2,256,WhiteNoise,07-04,8971915551,92128,83239,8889,339096,2757
OF2,256,WhiteNoise,07-05,8797481874,94228,83313,10915,318452,2643
OF2,256,WhiteNoise,07-06,7503825878,108572,96567,12005,297223,3564
OF2,256,WhiteNoise,07-08,7752307154,92148,84904,7244,299337,2943
OF2,256,WhiteNoise,07-09,6894517121,68325,58004,10321,264243,1967
OF2,256,WhiteNoise,07-10,7224614673,73077,60875,12202,271633,1951
OF2,256,WhiteNoise,09-04,7385625854,83078,73528,9550,276420,3021
OF2,256,WhiteNoise,09-06,6030475093,77172,63756,13416,239241,2654
OF2,256,WhiteNoise,09-08,6894709715,72344,61596,10748,265650,2368
OF2,256,WhiteNoise,10-01,6050722610,84009,75137,8872,246664,2904
OF2,256,WhiteNoise,10-03,8700282143,59490,48908,10582,277181,1537
OF2,256,WhiteNoise,10-04,7186477560,61452,51488,9964,256746,1706
OF2,256,WhiteNoise,10-06,6512893415,63693,51208,12485,237301,1531
OF2,256,WhiteNoise,10-08,6512484471,66142,57079,9063,256306,1954
OF2,256,WhiteNoise,10-09,6755743230,81839,72301,9538,264736,2478
OF2,512,CauchyDensity,01-05,464017636835278,499843,389074,110769,1080718,1729
OF2,512,CauchyDensity,01-06,285221324355243,473994,363153,110841,1061994,1909
OF2,512,CauchyDensity,01-07,604166435493532,465682,368788,96894,1018668,1734
OF2,512,CauchyDensity,01-09,258150145026048,461864,357909,103955,1048459,2200
OF2,512,CauchyDensity,02-01,1228793885661173,532934,408116,124818,1053022,2074
OF2,512,CauchyDensity,02-05,589229870933897,590357,462754,127603,1025803,2046
OF2,512,CauchyDensity,02-06,1161748748581644,565748,448806,116942,1012373,1874
OF2,512,CauchyDensity,02-07,501344627557695,573588,451540,122048,1035605,2042
OF2,512,CauchyDensity,02-09,1569718667301677,562677,447725,114952,1015792,1761
OF2,512,CauchyDensity,03-01,521235236187923,321752,229093,92659,1039690,1572
OF2,512,CauchyDensity,03-02,1439975440357442,519106,408820,110286,1048476,2211
OF2,512,CauchyDensity,03-04,548088037145070,460560,336206,124354,988599,1634
OF2,512,CauchyDensity,03-05,270828111992279,385777,280889,104888,997688,1617
OF2,512,CauchyDensity,03-06,188486061986034,344637,247911,96726,992955,2237
OF2,512,CauchyDensity,03-07,614605997949709,445481,335882,109599,1023592,2139
OF2,512,CauchyDensity,03-09,158745419480397,391237,284515,106722,1017675,2308
OF2,512,CauchyDensity,03-10,110778252071895,358157,247430,110727,1076958,2269
OF2,512,CauchyDensity,04-01,695875768888043,368540,269860,98680,1023309,1812
OF2,512,CauchyDensity,04-02,323829004446972,525515,410220,115295,981637,2879
OF2,512,CauchyDensity,04-05,208485129977829,495755,385923,109832,940071,2966
OF2,512,CauchyDensity,04-06,377938614899074,626603,516930,109673,1163644,3329
OF2,512,CauchyDensity,04-07,283899285549359,522845,403210,119635,963771,3435
OF2,512,CauchyDensity,04-09,662145142786935,527132,413737,113395,992524,1801
OF2,512,CauchyDensity,04-10,357501292534817,570309,454616,115693,990453,2501
OF2,512,CauchyDensity,05-06,246616025243483,543949,438471,105478,954488,2003
OF2,512,CauchyDensity,05-07,154274030866602,431594,329660,101934,994179,3342
OF2,512,CauchyDensity,05-09,350323545987912,515339,398901,116438,971361,2385
OF2,512,CauchyDensity,07-06,340388991890959,483835,378706,105129,987091,2899
OF2,512,CauchyDensity,08-01,256356417478238,430657,271086,159571,1055057,2054
OF2,512,CauchyDensity,08-02,1541246871588245,636889,449097,187792,1014934,2167
OF2,512,CauchyDensity,08-03,181776236067161,602518,412401,190117,1057192,3094
OF2,512,CauchyDensity,08-04,687189070306847,577404,379403,198001,971982,1671
OF2,512,CauchyDensity,08-05,332999007153222,546595,448868,97727,1001055,2973
OF2,512,CauchyDensity,08-06,70040099229277,430565,310707,119858,976785,2574
OF2,512,CauchyDensity,08-07,497734950510350,611454,475055,136399,1036648,2999
OF2,512,CauchyDensity,08-09,11837444998074,480572,369215,111357,1210578,3357
OF2,512,CauchyDensity,08-10,70685358705244,630413,420779,209634,1221380,3003
OF2,512,CauchyDensity,09-06,67793637984629,463092,363310,99782,1056190,3547
OF2,512,CauchyDensity,09-07,577123651826038,519559,399730,119829,1000171,2623
OF2,512,CauchyDensity,10-01,316859738525022,451186,360450,90736,1054552,3539
OF2,512,CauchyDensity,10-02,1111441457166119,471856,361057,110799,1004540,1246
OF2,512,CauchyDensity,10-05,143698595511530,383461,283001,100460,966415,1796
OF2,512,CauchyDensity,10-06,38148766013279,359508,245243,114265,1001959,1932
OF2,512,CauchyDensity,10-07,348038312101464,559428,451915,107513,1012635,3577
OF2,512,CauchyDensity,10-09,59125005296570,881104,740139,140965,1442455,6026
OF2,512,ClassicImages,01-05,33540929946563,1344876,1219050,125826,1065114,4203
OF2,512,ClassicImages,01-06,74442809582847,1286641,1173504,113137,1052072,6021
OF2,512,ClassicImages,01-07,55067656836775,1027711,914996,112715,1070569,3400
OF2,512,ClassicImages,01-09,109379527152160,863919,747360,116559,1054682,3438
OF2,512,ClassicImages,02-01,40298309146419,1021101,892037,129064,1071972,3273
OF2,512,ClassicImages,02-05,8364304470776,465975,341632,124343,1239751,2770
OF2,512,ClassicImages,02-06,10539823847112,615137,503077,112060,1215106,4899
OF2,512,ClassicImages,02-07,9410610562760,535308,426439,108869,1216406,1868
OF2,512,ClassicImages,02-09,53024243186357,1748869,1612850,136019,1090966,5576
OF2,512,ClassicImages,03-01,48249425932377,692757,574956,117801,1077478,4296
OF2,512,ClassicImages,03-02,22683272476500,784971,654563,130408,1144861,2886
OF2,512,ClassicImages,03-04,16912283094940,492978,385556,107422,1176381,3744
OF2,512,ClassicImages,03-05,19659188103048,578618,467249,111369,1171440,3624
OF2,512,ClassicImages,03-06,30116687446046,582042,467912,114130,1071338,2558
OF2,512,ClassicImages,03-07,33189720767358,624484,494422,130062,1042934,2942
OF2,512,ClassicImages,03-09,80590249209769,652456,529448,123008,1086138,2668
OF2,512,ClassicImages,03-10,53415763770798,406148,277013,129135,1015257,2015
OF2,512,ClassicImages,04-01,25959762953825,1026122,894688,131434,1150809,7195
OF2,512,ClassicImages,04-02,8877474355826,484118,372720,111398,1243040,3183
OF2,512,ClassicImages,04-05,11816205801560,577705,447915,129790,1204160,4008
OF2,512,ClassicImages,04-06,21817622368624,466422,345135,121287,1056576,2536
OF2,512,ClassicImages,04-07,22910475806760,1219644,1091365,128279,1067566,4127
OF2,512,ClassicImages,04-09,72314003621159,797514,674625,122889,1065106,2923
OF2,512,ClassicImages,04-10,40377409687664,502254,386950,115304,1017270,3392
OF2,512,ClassicImages,05-06,17613004753514,537382,420644,116738,1090231,3762
OF2,512,ClassicImages,05-07,10428868980532,790950,664351,126599,1195676,3585
OF2,512,ClassicImages,05-09,45415312003947,465891,344748,121143,1104419,2328
OF2,512,ClassicImages,07-06,14923343431364,478077,358815,119262,1052839,2401
OF2,512,ClassicImages,08-01,38189159353821,1006761,784179,222582,1043365,4393
OF2,512,ClassicImages,08-02,12908932445198,485854,266261,219593,1206204,1600
OF2,512,ClassicImages,08-03,22472249243354,484652,271074,213578,1146533,2070
OF2,512,ClassicImages,08-04,10524350278246,547450,336625,210825,1234575,2969
OF2,512,ClassicImages,08-05,19041013025908,471337,314229,157108,1138836,2192
OF2,512,ClassicImages,08-06,21612416933580,503259,388814,114445,1129367,1717
OF2,512,ClassicImages,08-07,21402169421794,1002533,882456,120077,1131271,1989
OF2,512,ClassicImages,08-09,92196890004611,687775,562085,125690,1052896,5020
OF2,512,ClassicImages,08-10,30781786310878,815390,598337,217053,1047045,6366
OF2,512,ClassicImages,09-06,51969118676215,529246,413503,115743,1039799,3131
OF2,512,ClassicImages,09-07,43387523617105,2460238,2248358,211880,1081592,4619
OF2,512,ClassicImages,10-01,85452294488947,1112111,975499,136612,1044044,4550
OF2,512,ClassicImages,10-02,25298866570838,613973,514314,99659,1096100,5653
OF2,512,ClassicImages,10-05,40443764216196,811691,687432,124259,997138,2679
OF2,512,ClassicImages,10-06,29237160446926,627724,505199,122525,1040733,4785
OF2,512,ClassicImages,10-07,31408452369436,1960833,1846872,113961,1024211,2748
