Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],NWC time [ms],IIO step 2 basis changes,IIO iterations
OF2,256,LogGRF,07-03,53033104195255,902965,30,8708849,15783
OF2,256,LogGRF,07-04,20366762703648,622899,29,5567724,11381
OF2,256,LogGRF,07-05,6243753254485,795848,33,7021775,21069
OF2,256,LogGRF,07-06,6397889933795,342025,31,4328141,6149
OF2,256,LogGRF,07-08,5638422166102,721755,29,6478004,14568
OF2,256,LogGRF,07-09,15890967544456,571494,31,6787136,12214
OF2,256,LogGRF,07-10,12339747853410,422861,28,4966622,8018
OF2,256,LogGRF,09-04,24882530802272,745514,30,7047086,13694
OF2,256,LogGRF,09-06,26893634165235,716277,30,8357875,13202
OF2,256,LogGRF,09-08,8872489153356,420702,30,4824323,7948
OF2,256,LogGRF,10-01,5846633862549,549977,28,5414612,12697
OF2,256,LogGRF,10-03,23816589586019,850763,32,7172029,16842
OF2,256,LogGRF,10-04,14371054044668,626420,31,5623667,13003
OF2,256,LogGRF,10-06,27917474735435,859936,28,9604275,17053
OF2,256,LogGRF,10-08,9106807397352,514081,28,5155692,9523
OF2,256,LogGRF,10-09,5004796084306,435828,28,4669671,8513
OF2,256,LogitGRF,01-03,5254682969922,547712,28,5301142,12122
OF2,256,LogitGRF,01-04,11648125845585,687196,29,8260593,15316
OF2,256,LogitGRF,01-06,9560139924363,470927,31,4922114,7357
OF2,256,LogitGRF,01-08,5605405046104,600474,28,5905627,14643
OF2,256,LogitGRF,01-09,6060444340618,666800,30,5945115,12407
OF2,256,LogitGRF,02-01,13267623772614,832113,30,7068556,19673
OF2,256,LogitGRF,02-03,9895712256446,711075,30,6603372,19782
OF2,256,LogitGRF,02-04,6581604579053,615700,31,5802671,13398
OF2,256,LogitGRF,02-05,11961699795563,493695,30,5312008,11632
OF2,256,LogitGRF,02-06,16869252020305,692859,29,7359190,17050
OF2,256,LogitGRF,02-07,22698693750534,663506,30,6496827,14365
OF2,256,LogitGRF,02-08,9473591217088,615278,28,5386591,13682
OF2,256,LogitGRF,02-09,4387135016004,607656,30,5698021,15459
OF2,256,LogitGRF,02-10,5340815270013,571685,31,6883202,12673
OF2,256,LogitGRF,03-04,9650075542275,439602,29,5061210,9466
OF2,256,LogitGRF,03-06,3633168486779,507429,29,5143815,11194
OF2,256,LogitGRF,03-08,4091526098472,312657,30,3758883,5224
OF2,256,LogitGRF,03-09,5314533841844,626696,30,6694360,13952
OF2,256,LogitGRF,04-08,5477209215807,421438,29,4619821,9644
OF2,256,LogitGRF,05-01,5085557033171,793641,29,6004111,15895
OF2,256,LogitGRF,05-03,4609377109541,654770,30,7382097,14767
OF2,256,LogitGRF,05-04,13694663069992,482653,29,5543787,9611
OF2,256,LogitGRF,05-06,7366557999230,634393,29,6272251,13558
OF2,256,LogitGRF,05-08,8101374019673,469913,28,5157638,9600
OF2,256,LogitGRF,05-09,5871281834979,450056,31,5079248,9270
OF2,256,LogitGRF,05-10,6075970901098,494874,33,5053137,10244
OF2,256,LogitGRF,06-04,17708258362300,480467,31,6027668,9992
OF2,256,LogitGRF,06-08,11948792532979,420834,29,4535445,7667
OF2,256,LogitGRF,07-01,3328577697482,551255,28,4904664,11685
OF2,256,LogitGRF,07-03,8607140396848,686083,29,6647515,15124
OF2,256,LogitGRF,07-04,21430080299981,735786,28,8783679,16172
OF2,256,LogitGRF,07-05,7949303776837,776178,30,6725510,17957
OF2,256,LogitGRF,07-06,11218126924439,751716,29,6456039,12930
OF2,256,LogitGRF,07-08,10583248779788,473944,30,5267708,10821
OF2,256,LogitGRF,07-09,12319792510260,791518,33,6376357,21999
OF2,256,LogitGRF,07-10,12739193035227,804469,29,7042239,20274
OF2,256,LogitGRF,09-04,5656714909731,812430,28,8857272,22057
OF2,256,LogitGRF,09-06,10036367428907,489580,29,5858043,9047
OF2,256,LogitGRF,09-08,5941620553332,493921,30,5553974,9628
OF2,256,LogitGRF,10-01,5915866100217,482792,30,4427324,10919
OF2,256,LogitGRF,10-03,6247067704837,738388,28,8023588,16652
OF2,256,LogitGRF,10-04,8160391790252,752784,30,8019162,17160
OF2,256,LogitGRF,10-06,13093782443352,884033,30,10253394,17513
OF2,256,LogitGRF,10-08,7359639745997,745767,28,7970222,15337
OF2,256,LogitGRF,10-09,3792921274603,808432,31,7848620,17606
OF2,256,MicroscopyImages,01-03,9781788298239,161770,10,1897012,6160
OF2,256,MicroscopyImages,01-04,8739335747432,290564,16,2747728,6676
OF2,256,MicroscopyImages,01-06,19377365509860,407736,16,3892873,10076
OF2,256,MicroscopyImages,01-08,16193824586606,391342,15,3020356,8254
OF2,256,MicroscopyImages,01-09,8826220129063,165324,10,1902496,7557
OF2,256,MicroscopyImages,02-01,336906302201,150398,19,2191270,5027
OF2,256,MicroscopyImages,02-03,8730862801052,227252,15,2628746,5922
OF2,256,MicroscopyImages,02-04,7481156944017,467480,22,4558988,10619
OF2,256,MicroscopyImages,02-05,19928328270952,290057,16,3158180,6344
OF2,256,MicroscopyImages,02-06,18851259408501,459992,24,3924260,7683
OF2,256,MicroscopyImages,02-07,23566725547572,366634,14,4578930,11454
OF2,256,MicroscopyImages,02-08,16346036114575,489622,22,5045724,11833
OF2,256,MicroscopyImages,02-09,7963701827410,176410,14,2307241,5835
OF2,256,MicroscopyImages,02-10,4219941067180,301074,28,3470289,8231
OF2,256,MicroscopyImages,03-04,1003952089923,140293,13,1886425,4932
OF2,256,MicroscopyImages,03-06,11031695829109,238822,14,2752061,6488
OF2,256,MicroscopyImages,03-08,13288876789413,413516,13,4407628,12854
OF2,256,MicroscopyImages,03-09,10155175413246,100757,9,1723448,6120
OF2,256,MicroscopyImages,04-08,15580170071190,543715,21,8574586,17487
OF2,256,MicroscopyImages,05-01,20385607584243,207649,11,2267684,7565
OF2,256,MicroscopyImages,05-03,11800432505684,188973,10,2217148,7019
OF2,256,MicroscopyImages,05-04,13829566966355,271910,15,3375641,9048
OF2,256,MicroscopyImages,05-06,308442078681,170673,15,2528533,6298
OF2,256,MicroscopyImages,05-08,3168041239533,243283,16,2757430,8155
OF2,256,MicroscopyImages,05-09,26878517045652,192219,9,2525737,7938
OF2,256,MicroscopyImages,05-10,20148418814964,312780,14,3230997,10723
OF2,256,MicroscopyImages,06-04,12628827813298,501521,24,4258173,9627
OF2,256,MicroscopyImages,06-08,2922235683928,266709,23,3615346,7765
OF2,256,MicroscopyImages,07-01,22974078939579,230925,11,3018687,10333
OF2,256,MicroscopyImages,07-03,18757411598978,228737,9,4052230,12650
OF2,256,MicroscopyImages,07-04,21935124469139,354586,14,5097619,12556
OF2,256,MicroscopyImages,07-05,4769109035938,115936,11,1784975,5465
OF2,256,MicroscopyImages,07-06,4804572336203,231096,15,3212251,8124
OF2,256,MicroscopyImages,07-08,1830846911879,158602,13,1955205,5336
OF2,256,MicroscopyImages,07-09,32392800830642,229748,8,3855318,11629
OF2,256,MicroscopyImages,07-10,25815356819388,313649,13,4077927,11691
OF2,256,MicroscopyImages,09-04,7126032959105,147672,12,2236119,5489
OF2,256,MicroscopyImages,09-06,25053157903289,251906,14,3154508,6897
OF2,256,MicroscopyImages,09-08,26492754098593,334242,12,4144443,11418
OF2,256,MicroscopyImages,10-01,5236682421759,205441,15,2234393,6056
OF2,256,MicroscopyImages,10-03,7009688821922,190185,13,2139079,6246
OF2,256,MicroscopyImages,10-04,4589441442567,262769,21,3102242,7037
OF2,256,MicroscopyImages,10-06,18588284811861,423432,21,3712398,5299
OF2,256,MicroscopyImages,10-08,19504657717409,531954,21,5624259,12954
OF2,256,MicroscopyImages,10-09,1351367782252,111445,12,1570090,5863
OF2,256,Shapes,01-03,392096000000,163345,19,3203899,4787
OF2,256,Shapes,01-04,5589530482324,321242,22,3331906,8720
OF2,256,Shapes,01-06,19848698800000,201398,18,4827033,2931
OF2,256,Shapes,01-08,6737143999132,276295,15,3297896,13187
OF2,256,Shapes,01-09,2981203200000,203016,18,5167265,2530
OF2,256,Shapes,02-01,10068951040000,132752,15,2494768,2123
OF2,256,Shapes,02-03,10312437120000,73808,10,1509254,2539
OF2,256,Shapes,02-04,1262992346658,72479,12,1446617,2685
OF2,256,Shapes,02-05,13085877809486,85581,9,1876223,3260
OF2,256,Shapes,02-06,15762042528000,92176,11,1844917,3589
OF2,256,Shapes,02-07,9925883566740,123275,11,2051842,4745
OF2,256,Shapes,02-08,2553099582794,124174,8,1154342,13618
OF2,256,Shapes,02-09,11930539360000,143421,10,2365062,5502
OF2,256,Shapes,02-10,13268559928114,85359,11,1671396,3765
OF2,256,Shapes,03-04,5848841591828,114999,13,2039374,4393
OF2,256,Shapes,03-06,20096787200000,121559,11,3991370,2434
OF2,256,Shapes,03-08,6953257328566,88996,10,1492788,4337
OF2,256,Shapes,03-09,3242604800000,67433,11,2424820,1302
OF2,256,Shapes,04-08,1290485843642,67679,11,1469121,3361
OF2,256,Shapes,05-01,3964049664148,300210,19,6281016,7455
OF2,256,Shapes,05-03,4246379022864,108814,12,2469427,5894
OF2,256,Shapes,05-04,7563668734240,312601,15,1901173,24022
OF2,256,Shapes,05-06,22296130445498,314072,12,3730705,23440
OF2,256,Shapes,05-08,6075700062758,810447,10,1806070,104375
OF2,256,Shapes,05-09,7027537688090,203092,12,3180712,12268
OF2,256,Shapes,05-10,4825833591184,382556,13,2078524,29580
OF2,256,Shapes,06-04,14562348631348,147920,14,2426881,5667
OF2,256,Shapes,06-08,15918011084734,149396,10,2124579,12465
OF2,256,Shapes,07-01,10876837844768,301675,24,3346281,7087
OF2,256,Shapes,07-03,11146751332720,297223,14,4102942,11754
OF2,256,Shapes,07-04,7710173266458,311869,19,10218341,9608
OF2,256,Shapes,07-05,13151139533976,247273,14,2992650,11610
OF2,256,Shapes,07-06,42626039579982,473921,15,18367844,12231
OF2,256,Shapes,07-08,8872955076062,120212,11,1886159,6672
OF2,256,Shapes,07-09,13375357389316,272379,15,4185190,9071
OF2,256,Shapes,07-10,13367313445274,259595,16,4152153,7993
OF2,256,Shapes,09-04,7934131101684,122544,13,2163888,3495
OF2,256,Shapes,09-06,21971486400000,191851,11,5372583,4088
OF2,256,Shapes,09-08,8963385122978,158625,9,1987482,8330
OF2,256,Shapes,10-01,1059328488444,242886,22,2752010,8096
OF2,256,Shapes,10-03,1363670365146,151916,14,1540204,9094
OF2,256,Shapes,10-04,8384186528874,175824,15,2718124,8034
OF2,256,Shapes,10-06,22680428622712,335602,13,4949841,10902
OF2,256,Shapes,10-08,9487134688060,197055,10,1908249,15749
OF2,256,Shapes,10-09,3372403850074,86533,14,1777197,2463
OF2,256,WhiteNoise,01-03,7619638099,337829,31,3087192,8823
OF2,256,WhiteNoise,01-04,6997651354,519249,29,4967300,10377
OF2,256,WhiteNoise,01-06,6235996779,394117,30,3566463,10397
OF2,256,WhiteNoise,01-08,6168900167,1835211,29,12842296,27210
OF2,256,WhiteNoise,01-09,6057342074,516373,30,4950741,10462
OF2,256,WhiteNoise,02-01,7015138992,445900,30,4067654,9835
OF2,256,WhiteNoise,02-03,6336986149,539731,30,4062609,12945
OF2,256,WhiteNoise,02-04,6982569306,532235,31,5068223,10460
OF2,256,WhiteNoise,02-05,6414500093,608113,30,4563883,14453
OF2,256,WhiteNoise,02-06,6136383573,525190,29,3959947,12973
OF2,256,WhiteNoise,02-07,7603332789,490500,31,4057800,11753
OF2,256,WhiteNoise,02-08,7443807953,1155674,30,8284638,20081
OF2,256,WhiteNoise,02-09,5900410252,761942,30,6823146,13860
OF2,256,WhiteNoise,02-10,7902065718,473142,30,4427624,9917
OF2,256,WhiteNoise,03-04,8593530595,926978,29,8255212,16390
OF2,256,WhiteNoise,03-06,7169229600,362458,30,3307348,9342
OF2,256,WhiteNoise,03-08,8611839916,1358976,29,9468045,22755
OF2,256,WhiteNoise,03-09,7626655129,335096,29,3267265,8160
OF2,256,WhiteNoise,04-08,6420950461,1033326,29,8588342,22006
OF2,256,WhiteNoise,05-01,7559539663,370128,31,3200398,10130
OF2,256,WhiteNoise,05-03,8196863452,935223,29,7206911,17597
OF2,256,WhiteNoise,05-04,6702393589,447473,28,4042719,10353
OF2,256,WhiteNoise,05-06,5955796762,1343549,29,9237864,21837
OF2,256,WhiteNoise,05-08,7178931808,2373965,28,17370182,30533
OF2,256,WhiteNoise,05-09,6620916663,375410,30,3425568,9653
OF2,256,WhiteNoise,05-10,7531595975,453242,28,4146876,10198
OF2,256,WhiteNoise,06-04,6173248035,423459,29,4276296,8935
OF2,256,WhiteNoise,06-08,6822487866,903693,29,7525686,18840
OF2,256,WhiteNoise,07-01,6025750293,714523,28,5341913,15622
OF2,256,WhiteNoise,07-03,7558067930,995562,28,7472993,18436
OF2,256,WhiteNoise,07-04,8971915551,841875,31,6348084,16534
OF2,256,WhiteNoise,07-05,8797481874,759885,27,5576419,17175
OF2,256,WhiteNoise,07-06,7503825878,997230,29,7148546,19168
OF2,256,WhiteNoise,07-08,7752307154,1388281,28,9749511,23158
OF2,256,WhiteNoise,07-09,6894517121,448103,28,3627887,11334
OF2,256,WhiteNoise,07-10,7224614673,970169,29,7023839,18690
OF2,256,WhiteNoise,09-04,7385625854,396370,29,3736982,9979
OF2,256,WhiteNoise,09-06,6030475093,1310924,28,9047705,22362
OF2,256,WhiteNoise,09-08,6894709715,894849,29,6826634,17456
OF2,256,WhiteNoise,10-01,6050722610,387109,30,3846926,8714
OF2,256,WhiteNoise,10-03,8700282143,904149,32,7113099,17800
OF2,256,WhiteNoise,10-04,7186477560,469371,30,4391585,10310
OF2,256,WhiteNoise,10-06,6512893415,1081436,30,7513204,20831
OF2,256,WhiteNoise,10-08,6512484471,1867087,29,13225728,27015
OF2,256,WhiteNoise,10-09,6755743230,462376,29,3929012,11314
OF3,32,CauchyDensity,01-02,509582395,88,0,4791,227
OF3,32,CauchyDensity,01-03,873134543,53,0,3451,114
OF3,32,CauchyDensity,01-04,533707125,212,0,6986,701
OF3,32,CauchyDensity,01-05,1428612311,31,0,2493,41
OF3,32,CauchyDensity,01-06,1606904908,115,0,6350,268
OF3,32,CauchyDensity,01-07,939354302,129,0,6761,303
OF3,32,CauchyDensity,01-08,829605141,186,0,6461,554
OF3,32,CauchyDensity,01-09,583820578,104,0,5368,282
OF3,32,CauchyDensity,01-10,1598134906,80,0,4676,163
OF3,32,CauchyDensity,02-04,362767942,65,0,5444,119
OF3,32,CauchyDensity,02-05,1253153406,32,0,2231,41
OF3,32,CauchyDensity,02-06,1294873279,63,0,4307,107
OF3,32,CauchyDensity,02-08,484190268,140,0,8324,319
OF3,32,CauchyDensity,02-09,633920857,114,0,7572,171
OF3,32,CauchyDensity,02-10,1295188237,55,0,3618,81
OF3,32,CauchyDensity,03-02,565636512,41,0,3145,45
OF3,32,CauchyDensity,03-04,406045590,68,0,5925,77
OF3,32,CauchyDensity,03-05,969186040,44,0,3249,50
OF3,32,CauchyDensity,03-06,758427407,160,0,8843,298
OF3,32,CauchyDensity,03-08,350992658,154,0,8459,392
OF3,32,CauchyDensity,03-09,728214071,105,0,8228,162
OF3,32,CauchyDensity,03-10,730611005,101,0,7018,163
OF3,32,CauchyDensity,04-05,1071565730,42,0,2651,50
OF3,32,CauchyDensity,04-08,303858580,102,0,7689,183
OF3,32,CauchyDensity,04-10,1135409119,48,0,3801,52
OF3,32,CauchyDensity,05-08,1050138000,50,0,4081,51
OF3,32,CauchyDensity,05-10,683517633,72,0,6395,81
OF3,32,CauchyDensity,06-04,1135008989,55,0,4433,65
OF3,32,CauchyDensity,06-05,763229671,97,0,7382,132
OF3,32,CauchyDensity,06-08,928543127,52,0,4548,53
OF3,32,CauchyDensity,06-09,1411017516,51,0,3869,58
OF3,32,CauchyDensity,06-10,153327876,144,0,11335,297
OF3,32,CauchyDensity,07-02,510767911,180,0,12289,430
OF3,32,CauchyDensity,07-03,430872527,95,0,8440,165
OF3,32,CauchyDensity,07-04,423439793,76,0,7703,100
OF3,32,CauchyDensity,07-05,1314329747,38,0,2448,38
OF3,32,CauchyDensity,07-06,836523450,62,0,4776,72
OF3,32,CauchyDensity,07-08,266086367,95,0,9354,98
OF3,32,CauchyDensity,07-09,613533328,86,0,9011,115
OF3,32,CauchyDensity,07-10,824927136,56,0,4691,49
OF3,32,CauchyDensity,09-04,477301409,88,0,6709,168
OF3,32,CauchyDensity,09-05,1266404765,38,0,3050,37
OF3,32,CauchyDensity,09-08,482474389,79,0,8326,74
OF3,32,CauchyDensity,09-10,1411417646,48,0,4040,51
OF3,32,CauchyDensity,10-08,928943257,52,0,4854,47
OF3,32,ClassicImages,01-02,258319795,165,0,11116,367
OF3,32,ClassicImages,01-03,310023556,117,0,9212,220
OF3,32,ClassicImages,01-04,208274376,123,0,10449,226
OF3,32,ClassicImages,01-05,245829059,118,0,10657,208
OF3,32,ClassicImages,01-06,370316108,117,0,9341,214
OF3,32,ClassicImages,01-07,280989545,108,0,11137,148
OF3,32,ClassicImages,01-08,222472679,140,0,12025,281
OF3,32,ClassicImages,01-09,403918210,105,0,8817,141
OF3,32,ClassicImages,01-10,348265937,182,0,12223,400
OF3,32,ClassicImages,02-04,105320729,112,0,11112,203
OF3,32,ClassicImages,02-05,111663666,129,0,11039,267
OF3,32,ClassicImages,02-06,126631797,126,0,11866,192
OF3,32,ClassicImages,02-08,145832232,103,0,9823,156
OF3,32,ClassicImages,02-09,310876861,104,0,8524,115
OF3,32,ClassicImages,02-10,200379612,118,0,11708,200
OF3,32,ClassicImages,03-02,190590447,125,0,10438,220
OF3,32,ClassicImages,03-04,160853976,100,0,9960,131
OF3,32,ClassicImages,03-05,166456271,121,0,10203,203
OF3,32,ClassicImages,03-06,233756294,94,0,8849,116
OF3,32,ClassicImages,03-08,203129131,88,0,9074,107
OF3,32,ClassicImages,03-09,348070300,98,0,7757,123
OF3,32,ClassicImages,03-10,303619147,121,0,10077,225
OF3,32,ClassicImages,04-05,128138199,104,0,9248,223
OF3,32,ClassicImages,04-08,131546471,142,0,12381,298
OF3,32,ClassicImages,04-10,257092567,152,0,10368,354
OF3,32,ClassicImages,05-08,165402782,143,0,10726,298
OF3,32,ClassicImages,05-10,255779012,146,0,11006,285
OF3,32,ClassicImages,06-04,199532592,136,0,11418,181
OF3,32,ClassicImages,06-05,162723901,120,0,10990,200
OF3,32,ClassicImages,06-08,204045907,141,0,8969,264
OF3,32,ClassicImages,06-09,345481766,86,0,7939,87
OF3,32,ClassicImages,06-10,206761251,113,0,10516,169
OF3,32,ClassicImages,07-02,124400988,128,0,10000,268
OF3,32,ClassicImages,07-03,224471383,105,0,10237,181
OF3,32,ClassicImages,07-04,176629457,130,0,10120,266
OF3,32,ClassicImages,07-05,124617964,115,0,11031,206
OF3,32,ClassicImages,07-06,155036647,127,0,12188,252
OF3,32,ClassicImages,07-08,174791352,149,0,11248,322
OF3,32,ClassicImages,07-09,267673597,103,0,9304,144
OF3,32,ClassicImages,07-10,228547682,168,0,11824,338
OF3,32,ClassicImages,09-04,323205576,87,0,7238,111
OF3,32,ClassicImages,09-05,263578247,91,0,7468,122
OF3,32,ClassicImages,09-08,391335555,99,0,7712,134
OF3,32,ClassicImages,09-10,468572763,95,0,7928,93
OF3,32,ClassicImages,10-08,227262394,166,0,12386,383
OF3,32,GRFmoderate,01-02,202507111,113,0,11130,150
OF3,32,GRFmoderate,01-03,344779095,107,0,9452,110
OF3,32,GRFmoderate,01-04,484736535,91,0,9313,91
OF3,32,GRFmoderate,01-05,255289188,98,0,9962,128
OF3,32,GRFmoderate,01-06,360414420,125,0,9976,186
OF3,32,GRFmoderate,01-07,189466411,117,0,10343,209
OF3,32,GRFmoderate,01-08,389558618,92,0,6882,112
OF3,32,GRFmoderate,01-09,163898502,118,0,10529,208
OF3,32,GRFmoderate,01-10,127029889,123,0,11577,172
OF3,32,GRFmoderate,02-04,417400558,83,0,7896,77
OF3,32,GRFmoderate,02-05,186965843,109,0,10143,165
OF3,32,GRFmoderate,02-06,294615731,114,0,9906,165
OF3,32,GRFmoderate,02-08,381376191,91,0,7878,103
OF3,32,GRFmoderate,02-09,188243511,134,0,10458,273
OF3,32,GRFmoderate,02-10,195968886,114,0,10457,177
OF3,32,GRFmoderate,03-02,332927088,94,0,7912,108
OF3,32,GRFmoderate,03-04,370408162,108,0,9304,184
OF3,32,GRFmoderate,03-05,261576189,108,0,9308,161
OF3,32,GRFmoderate,03-06,320864351,119,0,9065,217
OF3,32,GRFmoderate,03-08,181980679,97,0,9568,162
OF3,32,GRFmoderate,03-09,246151585,109,0,9712,212
OF3,32,GRFmoderate,03-10,280699096,101,0,9510,130
OF3,32,GRFmoderate,04-05,286780319,112,0,10611,176
OF3,32,GRFmoderate,04-08,450308601,97,0,9197,121
OF3,32,GRFmoderate,04-10,400016072,137,0,11597,232
OF3,32,GRFmoderate,05-08,331592808,97,0,8318,137
OF3,32,GRFmoderate,05-10,195233333,119,0,11173,205
OF3,32,GRFmoderate,06-04,267871593,144,0,11047,284
OF3,32,GRFmoderate,06-05,183495458,108,0,10588,188
OF3,32,GRFmoderate,06-08,389038338,102,0,8124,161
OF3,32,GRFmoderate,06-09,289694602,106,0,10746,148
OF3,32,GRFmoderate,06-10,288077573,123,0,11135,194
OF3,32,GRFmoderate,07-02,199075284,116,0,10854,187
OF3,32,GRFmoderate,07-03,300693852,143,0,10403,256
OF3,32,GRFmoderate,07-04,396722570,108,0,9949,149
OF3,32,GRFmoderate,07-05,176799677,93,0,10019,138
OF3,32,GRFmoderate,07-06,281348293,122,0,10304,228
OF3,32,GRFmoderate,07-08,338550751,96,0,8588,113
OF3,32,GRFmoderate,07-09,110053133,132,0,11742,269
OF3,32,GRFmoderate,07-10,150533640,103,0,11139,148
OF3,32,GRFmoderate,09-04,397859161,104,0,9729,144
OF3,32,GRFmoderate,09-05,186179942,95,0,9788,126
OF3,32,GRFmoderate,09-08,272248604,91,0,8080,121
OF3,32,GRFmoderate,09-10,146184241,144,0,11394,302
OF3,32,GRFmoderate,10-08,339353105,106,0,10026,135
OF3,32,GRFrough,01-02,110209359,138,0,12374,240
OF3,32,GRFrough,01-03,85260847,127,0,12037,231
OF3,32,GRFrough,01-04,132602737,131,0,10700,242
OF3,32,GRFrough,01-05,80260476,140,0,13460,250
OF3,32,GRFrough,01-06,106360167,132,0,12061,245
OF3,32,GRFrough,01-07,78093628,123,0,9841,299
OF3,32,GRFrough,01-08,80632669,113,0,10425,243
OF3,32,GRFrough,01-09,68721222,127,0,10674,246
OF3,32,GRFrough,01-10,86517806,111,0,11803,207
OF3,32,GRFrough,02-04,118876248,137,0,12133,216
OF3,32,GRFrough,02-05,71246013,119,0,12681,228
OF3,32,GRFrough,02-06,124025104,137,0,12446,222
OF3,32,GRFrough,02-08,113247400,116,0,11372,249
OF3,32,GRFrough,02-09,85975395,124,0,12675,231
OF3,32,GRFrough,02-10,77457379,121,0,11420,246
OF3,32,GRFrough,03-02,134008132,108,0,10192,165
OF3,32,GRFrough,03-04,119215482,129,0,11081,209
OF3,32,GRFrough,03-05,121397383,103,0,9430,155
OF3,32,GRFrough,03-06,86152702,135,0,11692,269
OF3,32,GRFrough,03-08,103998630,104,0,10279,156
OF3,32,GRFrough,03-09,105184065,121,0,10397,205
OF3,32,GRFrough,03-10,105385829,123,0,11480,204
OF3,32,GRFrough,04-05,141549731,133,0,10279,226
OF3,32,GRFrough,04-08,153777188,147,0,10628,268
OF3,32,GRFrough,04-10,126286625,131,0,11513,226
OF3,32,GRFrough,05-08,79047955,120,0,13487,216
OF3,32,GRFrough,05-10,61797082,108,0,10939,203
OF3,32,GRFrough,06-04,105417862,166,0,13412,368
OF3,32,GRFrough,06-05,114263469,109,0,9732,182
OF3,32,GRFrough,06-08,121119844,119,0,11962,189
OF3,32,GRFrough,06-09,106646015,147,0,11447,270
OF3,32,GRFrough,06-10,95565719,137,0,11702,263
OF3,32,GRFrough,07-02,130524503,118,0,11288,214
OF3,32,GRFrough,07-03,86157013,120,0,12249,189
OF3,32,GRFrough,07-04,151526227,135,0,11105,213
OF3,32,GRFrough,07-05,102546336,132,0,11598,238
OF3,32,GRFrough,07-06,109255333,130,0,9406,290
OF3,32,GRFrough,07-08,71595903,121,0,12686,180
OF3,32,GRFrough,07-09,84957080,133,0,11985,202
OF3,32,GRFrough,07-10,111755368,134,0,12913,287
OF3,32,GRFrough,09-04,141091129,121,0,9556,160
OF3,32,GRFrough,09-05,64996708,119,0,10895,284
OF3,32,GRFrough,09-08,75451341,122,0,11624,273
OF3,32,GRFrough,09-10,78393096,104,0,10563,184
OF3,32,GRFrough,10-08,98594103,119,0,12188,232
OF3,32,GRFsmooth,01-02,513546339,99,0,7836,143
OF3,32,GRFsmooth,01-03,926937802,56,0,5093,54
OF3,32,GRFsmooth,01-04,475984987,94,0,7795,128
OF3,32,GRFsmooth,01-05,371317160,159,0,10482,309
OF3,32,GRFsmooth,01-06,316592345,101,0,8379,158
OF3,32,GRFsmooth,01-07,163712709,219,0,12284,531
OF3,32,GRFsmooth,01-08,434341293,75,0,6000,113
OF3,32,GRFsmooth,01-09,437902607,120,0,9732,205
OF3,32,GRFsmooth,01-10,514320287,107,0,7852,195
OF3,32,GRFsmooth,02-04,915411394,68,0,5540,90
OF3,32,GRFsmooth,02-05,653748297,73,0,6238,82
OF3,32,GRFsmooth,02-06,365900848,80,0,7046,109
OF3,32,GRFsmooth,02-08,277394070,124,0,10800,223
OF3,32,GRFsmooth,02-09,608040090,90,0,7610,136
OF3,32,GRFsmooth,02-10,448761802,105,0,9831,153
OF3,32,GRFsmooth,03-02,708413217,112,0,8897,173
OF3,32,GRFsmooth,03-04,998199831,41,0,3261,42
OF3,32,GRFsmooth,03-05,951660294,64,0,4981,70
OF3,32,GRFsmooth,03-06,743003639,71,0,5835,75
OF3,32,GRFsmooth,03-08,533528727,92,0,7820,146
OF3,32,GRFsmooth,03-09,622640049,77,0,7350,101
OF3,32,GRFsmooth,03-10,565858843,94,0,7604,152
OF3,32,GRFsmooth,04-05,345289703,123,0,8701,232
OF3,32,GRFsmooth,04-08,733142930,55,0,4196,68
OF3,32,GRFsmooth,04-10,511346908,65,0,5612,78
OF3,32,GRFsmooth,05-08,587229823,69,0,6727,67
OF3,32,GRFsmooth,05-10,517189823,96,0,7883,134
OF3,32,GRFsmooth,06-04,598319956,79,0,6964,92
OF3,32,GRFsmooth,06-05,400060215,82,0,7268,104
OF3,32,GRFsmooth,06-08,256418092,101,0,9105,139
OF3,32,GRFsmooth,06-09,436773264,90,0,8667,123
OF3,32,GRFsmooth,06-10,369692906,117,0,9802,176
OF3,32,GRFsmooth,07-02,459206126,96,0,8451,119
OF3,32,GRFsmooth,07-03,977279031,75,0,5555,100
OF3,32,GRFsmooth,07-04,585305900,72,0,6358,78
OF3,32,GRFsmooth,07-05,384309607,99,0,9080,119
OF3,32,GRFsmooth,07-06,281396618,138,0,10122,291
OF3,32,GRFsmooth,07-08,473022334,79,0,7109,84
OF3,32,GRFsmooth,07-09,459380552,111,0,9197,195
OF3,32,GRFsmooth,07-10,452319464,106,0,9100,153
OF3,32,GRFsmooth,09-04,462350614,99,0,7592,157
OF3,32,GRFsmooth,09-05,479479079,106,0,8135,178
OF3,32,GRFsmooth,09-08,375333574,109,0,8311,167
OF3,32,GRFsmooth,09-10,305433992,103,0,8827,154
OF3,32,GRFsmooth,10-08,253442710,149,0,11554,280
OF3,32,LogGRF,01-02,512558289,107,0,8410,187
OF3,32,LogGRF,01-03,964453131,110,0,7626,170
OF3,32,LogGRF,01-04,764462503,156,0,9306,335
OF3,32,LogGRF,01-05,1402242233,59,0,4671,78
OF3,32,LogGRF,01-06,561691716,124,0,11314,227
OF3,32,LogGRF,01-07,342264683,167,0,10496,394
OF3,32,LogGRF,01-08,669311055,102,0,8052,189
